timestamp,pair,mode,family,family_name,score,url,return_pct,drawdown_pct,total_orders,sharpe,win_rate_pct,start_equity,end_equity,entries,exit_stop_loss,exit_take_profit,exit_end_of_session,exit_max_hold,param_atr_period,param_stop_atr_mult,param_reward_ratio,param_max_hold_bars,param_cooldown_bars,param_risk_per_trade_pct,param_bb_period,param_bb_std_dev,param_bb_rsi_long,param_bb_rsi_short,param_rsi_period,param_bar_minutes,param_htf_minutes,param_htf_ema_period,param_vol_filter_enabled,param_use_force_flat,train_score,validation_score
2026-03-18T11:29:01,EURUSD,train,2,Bollinger Band Bounce,-1.298,https://www.quantconnect.com/project/28930245/45c8c7e438a8f62ca95783bec08b03a5,0.991,1.7,399.0,-0.763,46.0,10000.0,10099.11,128.0,58.0,55.0,,15.0,14,2.5,1.25,48,12,0.15,25,2.5,35,65,14,30,240,30,1,0,,
2026-03-18T11:10:25,EURUSD,train,2,Bollinger Band Bounce,-1.4540000000000002,https://www.quantconnect.com/project/28930245/934e6e737a6c8c7f999e6138d04570db,0.535,3.2,565.0,-0.663,44.0,10000.0,10053.47,182.0,97.0,66.0,,19.0,20,2.5,1.5,48,12,0.15,25,1.5,25,65,14,30,240,30,0,0,,
2026-03-18T11:18:20,EURUSD,train,2,Bollinger Band Bounce,-2.138,https://www.quantconnect.com/project/28930245/13f422f2856f32842a17fe87d103ffa5,-1.1,10.6,728.0,-0.346,41.0,10000.0,9890.04,242.0,143.0,97.0,,2.0,14,1.5,1.5,48,12,0.35,25,2.5,35,65,14,30,240,30,0,0,,
2026-03-18T11:31:42,EURUSD,train,2,Bollinger Band Bounce,0.4590000000000001,https://www.quantconnect.com/project/28930245/548639b70dc9fd47d63a5f5b6f033749,1.807,2.6,774.0,-0.366,49.0,10000.0,10180.74,255.0,130.0,116.0,,9.0,20,2.5,1.25,48,3,0.15,30,2.5,35,65,14,15,240,30,1,0,,
2026-03-18T11:32:05,EURUSD,train,2,Bollinger Band Bounce,-7.026000000000001,https://www.quantconnect.com/project/28930245/96387e6b3b74aa70b2f8c30556e3e8e0,-2.024,3.5,917.0,-0.934,40.0,10000.0,9797.56,294.0,160.0,99.0,,35.0,14,2.5,1.5,48,12,0.15,25,1.5,35,65,14,30,240,30,0,0,,
2026-03-18T11:32:36,EURUSD,train,2,Bollinger Band Bounce,-1.3900000000000001,https://www.quantconnect.com/project/28930245/c8d555164711aa7c3ee48d6f55584550,0.815,1.8,440.0,-0.735,46.0,10000.0,10081.54,131.0,62.0,22.0,,47.0,20,2.5,2.0,30,3,0.15,25,2.5,35,65,14,30,240,30,1,0,,
2026-03-18T11:33:05,EURUSD,train,2,Bollinger Band Bounce,-6.314,https://www.quantconnect.com/project/28930245/07ff8cd8a76264df9dfc353ecf5107d2,0.781,1.7,229.0,-1.065,47.0,10000.0,10078.07,74.0,34.0,33.0,,7.0,14,2.5,1.25,48,12,0.15,25,2.5,25,65,14,30,240,30,1,0,,
2026-03-18T11:33:42,EURUSD,train,2,Bollinger Band Bounce,-108.50399999999999,https://www.quantconnect.com/project/28930245/e9f96334dfb337bc958b11f9d997d2f6,-39.553,41.2,2182.0,-2.217,35.0,10000.0,6044.72,710.0,443.0,215.0,,52.0,20,2.5,1.5,48,12,0.35,25,1.5,25,65,14,5,240,30,0,0,,
2026-03-18T11:34:19,EURUSD,train,2,Bollinger Band Bounce,-5.247,https://www.quantconnect.com/project/28930245/bfd189c5a60bd77e2e12e35fc7d19e63,1.083,1.8,236.0,-0.81,41.0,10000.0,10108.28,74.0,40.0,20.0,,14.0,20,2.5,2.0,48,3,0.15,25,2.5,25,65,14,30,240,30,1,0,,
2026-03-18T11:35:12,EURUSD,train,2,Bollinger Band Bounce,-2.579,https://www.quantconnect.com/project/28930245/6b6ea0a5d14abbefffced31c97a56b31,-0.02,3.3,681.0,-0.853,48.0,10000.0,9997.99,203.0,87.0,44.0,72.0,,20,2.5,1.5,48,12,0.15,25,1.5,25,65,14,30,240,30,0,1,,
2026-03-18T11:35:38,EURUSD,train,2,Bollinger Band Bounce,-4.55,https://www.quantconnect.com/project/28930245/692bc8a49ca48d49ea01dad943314409,1.735,1.5,223.0,-0.695,47.0,10000.0,10173.5,72.0,34.0,31.0,,7.0,20,2.5,1.5,48,12,0.15,25,2.5,25,65,14,30,240,30,1,0,,
2026-03-18T11:36:05,EURUSD,train,2,Bollinger Band Bounce,-45.255,https://www.quantconnect.com/project/28930245/222077a37d9371ff0ddccec60e2be783,-23.203,23.8,1124.0,-1.084,33.0,10000.0,7679.74,362.0,233.0,91.0,37.0,1.0,20,2.0,2.0,30,12,0.5,30,2.0,30,65,14,15,60,50,0,1,,
