timestamp,pair,mode,family,family_name,score,url,param_atr_period,param_stop_atr_mult,param_reward_ratio,param_max_hold_bars,param_cooldown_bars,param_risk_per_trade_pct,param_rsi_period,param_rsi_oversold,param_rsi_overbought,param_trend_ema_period,return_pct,drawdown_pct,total_orders,sharpe,win_rate_pct,start_equity,end_equity,entries,exit_stop_loss,exit_take_profit,exit_end_of_session,exit_max_hold,train_score,validation_score
2026-03-15T15:32:57,AAPL,train,1,RSI Mean Reversion,5.22,https://www.quantconnect.com/project/28936477/ac78af9eca4e3b619f0cd6c2a05eaecb,10,1.0,2.0,20,4,0.25,10,40,60,200,4.923,3.1,473.0,0.099,41.0,10000.0,10492.29,155.0,90.0,57.0,,8.0,,
2026-03-15T15:32:36,AAPL,train,1,RSI Mean Reversion,3.552,https://www.quantconnect.com/project/28936477/32b86c4d625ce9b641a99468ef8f58e4,10,2.5,2.0,48,1,0.25,10,40,65,200,3.684,2.8,294.0,-0.044,48.0,10000.0,10368.42,92.0,46.0,28.0,,18.0,,
2026-03-15T15:15:56,AAPL,train,1,RSI Mean Reversion,3.476,https://www.quantconnect.com/project/28936477/a11858bda608d39d72932c17557c4397,14,3.0,1.0,48,1,0.35,10,40,65,150,3.629,1.8,274.0,-0.051,59.0,10000.0,10362.86,90.0,37.0,49.0,,4.0,,
2026-03-15T15:34:38,AAPL,train,1,RSI Mean Reversion,3.194,https://www.quantconnect.com/project/28936477/47bf1ad888d8131958893a3ee37a56be,20,1.0,2.5,30,10,0.35,10,35,60,200,3.311,5.9,300.0,-0.039,34.0,10000.0,10331.12,100.0,66.0,34.0,,,,
2026-03-15T15:35:34,AAPL,train,1,RSI Mean Reversion,1.768,https://www.quantconnect.com/project/28936477/308835a165229141f1a58649017e19d8,14,2.5,1.0,48,1,0.25,10,40,65,150,2.572,1.0,291.0,-0.268,59.0,10000.0,10257.22,96.0,39.0,54.0,,3.0,,
2026-03-15T15:35:30,AAPL,train,1,RSI Mean Reversion,1.322,https://www.quantconnect.com/project/28936477/9b0b359d8793bb2d82e3e258d511aa9c,10,1.0,3.0,48,1,0.25,10,30,75,200,2.186,2.4,120.0,-0.288,32.0,10000.0,10218.62,40.0,27.0,13.0,,,,
2026-03-15T15:37:15,AAPL,train,1,RSI Mean Reversion,-1000000000,,10,1.0,2.0,20,10,0.25,10,40,60,200,,,,,,,,,,,,,,
2026-03-15T15:36:34,AAPL,train,1,RSI Mean Reversion,-1.165,https://www.quantconnect.com/project/28936477/d4de72c7e009e2cc11b8eb2ed0494c75,20,1.0,2.5,30,10,0.35,10,40,60,200,-0.298,6.2,361.0,-0.289,32.0,10000.0,9970.18,120.0,82.0,37.0,,1.0,,
2026-03-15T15:36:55,AAPL,train,1,RSI Mean Reversion,-4.461,https://www.quantconnect.com/project/28936477/04ce994f087d7bdb66fdeea93810faa4,14,1.0,2.0,48,1,0.25,10,40,75,200,-2.376,4.8,384.0,-0.695,35.0,10000.0,9762.37,128.0,83.0,45.0,,,,
2026-03-15T15:38:40,AAPL,train,1,RSI Mean Reversion,-1000000000,,10,3.0,1.0,20,4,0.35,10,40,65,150,,,,,,,,,,,,,,
2026-03-15T15:37:36,AAPL,train,1,RSI Mean Reversion,12.267,https://www.quantconnect.com/project/28936477/5d616f3a0b4d351931cc132f84fea8cc,10,1.0,3.0,72,4,0.25,10,35,75,200,10.137,2.0,185.0,0.71,44.0,10000.0,11013.74,61.0,34.0,25.0,,2.0,,
2026-03-15T15:39:20,AAPL,train,1,RSI Mean Reversion,-1000000000,,10,3.0,2.0,48,4,0.35,10,40,65,200,,,,,,,,,,,,,,
2026-03-15T15:39:44,AAPL,train,1,RSI Mean Reversion,-9.896,https://www.quantconnect.com/project/28936477/b5c6eb9971ee501c9e8c0eafbc24ae3f,20,3.0,2.5,30,10,0.15,20,35,60,150,-0.134,0.6,49.0,-3.254,46.0,10000.0,9986.64,13.0,3.0,,,10.0,,
2026-03-15T15:41:05,AAPL,train,1,RSI Mean Reversion,-1000000000,,20,2.0,2.0,30,6,0.15,14,35,70,100,,,,,,,,,,,,,,
2026-03-15T15:37:36,AAPL,train,1,RSI Mean Reversion,12.267,https://www.quantconnect.com/project/28936477/5d616f3a0b4d351931cc132f84fea8cc,10,1.0,3.0,72,4,0.25,10,35,75,200,10.137,2.0,185.0,0.71,44.0,10000.0,11013.74,61.0,34.0,25.0,,2.0,,
2026-03-15T15:29:13,AAPL,train,1,RSI Mean Reversion,7.615,https://www.quantconnect.com/project/28936477/030c59797fef8185d6b0ac4c2af03d86,14,1.0,3.0,72,6,0.25,10,35,75,200,6.613,2.3,178.0,0.334,39.0,10000.0,10661.33,59.0,36.0,22.0,,1.0,,
2026-03-15T15:32:57,AAPL,train,1,RSI Mean Reversion,5.22,https://www.quantconnect.com/project/28936477/ac78af9eca4e3b619f0cd6c2a05eaecb,10,1.0,2.0,20,4,0.25,10,40,60,200,4.923,3.1,473.0,0.099,41.0,10000.0,10492.29,155.0,90.0,57.0,,8.0,,
2026-03-15T15:32:36,AAPL,train,1,RSI Mean Reversion,3.552,https://www.quantconnect.com/project/28936477/32b86c4d625ce9b641a99468ef8f58e4,10,2.5,2.0,48,1,0.25,10,40,65,200,3.684,2.8,294.0,-0.044,48.0,10000.0,10368.42,92.0,46.0,28.0,,18.0,,
2026-03-15T15:15:56,AAPL,train,1,RSI Mean Reversion,3.476,https://www.quantconnect.com/project/28936477/a11858bda608d39d72932c17557c4397,14,3.0,1.0,48,1,0.35,10,40,65,150,3.629,1.8,274.0,-0.051,59.0,10000.0,10362.86,90.0,37.0,49.0,,4.0,,
2026-03-15T15:43:12,AAPL,train,1,RSI Mean Reversion,2.623,https://www.quantconnect.com/project/28936477/26ba0ea652c585f0c717b579c575f093,14,3.0,3.0,72,1,0.25,10,35,75,150,3.157,1.2,102.0,-0.178,45.0,10000.0,10315.73,31.0,15.0,7.0,,9.0,,
2026-03-15T15:43:18,AAPL,train,1,RSI Mean Reversion,7.737,https://www.quantconnect.com/project/28936477/2a26007c7a8d4e3b2040409064122d28,14,1.0,3.0,72,4,0.25,10,35,75,200,6.729,2.9,194.0,0.336,39.0,10000.0,10672.86,64.0,39.0,23.0,,2.0,,
2026-03-15T15:43:33,AAPL,train,1,RSI Mean Reversion,0.6419999999999999,https://www.quantconnect.com/project/28936477/f52dc0c508cea7bf9fc6b607e3fc5a51,10,3.0,1.0,48,4,0.25,10,40,65,150,1.956,1.1,261.0,-0.438,60.0,10000.0,10195.63,86.0,34.0,49.0,,3.0,,
2026-03-15T15:44:19,AAPL,train,1,RSI Mean Reversion,7.175,https://www.quantconnect.com/project/28936477/26c50664ad5681316de5e1b92042240c,10,1.0,2.0,20,4,0.25,10,35,75,200,6.233,2.5,200.0,0.314,48.0,10000.0,10623.33,66.0,34.0,30.0,,2.0,,
2026-03-15T15:45:18,AAPL,train,1,RSI Mean Reversion,-1000000000,,10,1.0,3.0,72,4,0.25,10,40,60,200,,,,,,,,,,,,,,
2026-03-15T15:44:54,AAPL,train,1,RSI Mean Reversion,3.624,https://www.quantconnect.com/project/28936477/703895b7fa44077184cb2b7d7b9c21ee,10,2.5,3.0,48,4,0.25,10,40,65,200,3.729,2.6,272.0,-0.035,44.0,10000.0,10372.88,82.0,44.0,11.0,,26.0,,
2026-03-15T15:45:51,AAPL,train,1,RSI Mean Reversion,9.868,https://www.quantconnect.com/project/28936477/83232ac3100e2f0f77e636c352d6eae8,10,1.0,3.0,72,4,0.25,10,40,75,200,8.512,2.7,260.0,0.452,38.0,10000.0,10851.2,86.0,53.0,31.0,,2.0,,
2026-03-15T15:47:18,AAPL,train,1,RSI Mean Reversion,-1000000000,,10,2.5,3.0,72,6,0.25,10,35,75,200,,,,,,,,,,,,,,
2026-03-15T15:46:24,AAPL,train,1,RSI Mean Reversion,6.939,https://www.quantconnect.com/project/28936477/a934b9f70a14d01d10f2886813122dcf,10,1.5,2.0,72,2,0.5,10,30,65,100,6.201,2.3,90.0,0.246,47.0,10000.0,10620.14,30.0,16.0,14.0,,,,
2026-03-15T15:47:04,AAPL,train,1,RSI Mean Reversion,6.3309999999999995,https://www.quantconnect.com/project/28936477/e963ecc3a2190bd32e074dbd992f149f,14,3.0,2.0,96,1,0.5,20,40,65,200,5.662,1.7,76.0,0.223,48.0,10000.0,10566.24,25.0,13.0,11.0,,1.0,,
2026-03-15T15:37:36,AAPL,train,1,RSI Mean Reversion,12.267,https://www.quantconnect.com/project/28936477/5d616f3a0b4d351931cc132f84fea8cc,10,1.0,3.0,72,4,0.25,10,35,75,200,10.137,2.0,185.0,0.71,44.0,10000.0,11013.74,61.0,34.0,25.0,,2.0,,
2026-03-15T15:45:51,AAPL,train,1,RSI Mean Reversion,9.868,https://www.quantconnect.com/project/28936477/83232ac3100e2f0f77e636c352d6eae8,10,1.0,3.0,72,4,0.25,10,40,75,200,8.512,2.7,260.0,0.452,38.0,10000.0,10851.2,86.0,53.0,31.0,,2.0,,
2026-03-15T15:43:18,AAPL,train,1,RSI Mean Reversion,7.737,https://www.quantconnect.com/project/28936477/2a26007c7a8d4e3b2040409064122d28,14,1.0,3.0,72,4,0.25,10,35,75,200,6.729,2.9,194.0,0.336,39.0,10000.0,10672.86,64.0,39.0,23.0,,2.0,,
2026-03-15T15:29:13,AAPL,train,1,RSI Mean Reversion,7.615,https://www.quantconnect.com/project/28936477/030c59797fef8185d6b0ac4c2af03d86,14,1.0,3.0,72,6,0.25,10,35,75,200,6.613,2.3,178.0,0.334,39.0,10000.0,10661.33,59.0,36.0,22.0,,1.0,,
2026-03-15T15:44:19,AAPL,train,1,RSI Mean Reversion,7.175,https://www.quantconnect.com/project/28936477/26c50664ad5681316de5e1b92042240c,10,1.0,2.0,20,4,0.25,10,35,75,200,6.233,2.5,200.0,0.314,48.0,10000.0,10623.33,66.0,34.0,30.0,,2.0,,
2026-03-15T15:49:02,AAPL,train,1,RSI Mean Reversion,-1000000000,,14,1.0,3.0,72,4,0.25,10,40,75,200,,,,,,,,,,,,,,
2026-03-15T15:49:02,AAPL,train,1,RSI Mean Reversion,-1000000000,,14,1.0,2.0,20,1,0.25,10,35,75,200,,,,,,,,,,,,,,
2026-03-15T15:50:04,AAPL,train,1,RSI Mean Reversion,13.281,https://www.quantconnect.com/project/28936477/48e38792692670486a107f8de0adffc1,10,1.0,3.0,72,4,0.25,10,35,60,200,11.352,2.0,344.0,0.643,38.0,10000.0,11135.21,114.0,71.0,41.0,,2.0,,
